City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
464,taoudenni,22.6783,-3.9836,17.67,38,0,5.94,ML,1708310487
465,sola,-13.8833,167.55,28.68,72,16,1.58,VU,1708310488
466,tanabe,33.7333,135.3667,17.56,94,75,7.72,JP,1708310490
467,de aar,-30.6497,24.0123,16.33,62,0,4.15,ZA,1708310491
468,kazerun,29.6195,51.6541,7.75,63,0,0.77,IR,1708310492
469,saipan,15.1355,145.701,28.39,61,75,9.77,MP,1708310493
470,tirumala,13.6833,79.35,16.1,69,94,2.44,IN,1708310205
471,brigantine,39.4101,-74.3646,4.45,63,0,3.6,US,1708310495
472,sabha,27.0377,14.4283,12.27,38,65,4.85,LY,1708310496
473,ujae,8.9322,165.7642,27.2,81,98,7.94,MH,1708310497
474,kavaratti,10.5669,72.642,27.93,74,91,3.12,IN,1708310498
475,santa cruz,-17.8,-63.1667,26.7,89,40,3.6,BO,1708310263
476,tarrafal,15.2833,-23.7667,22.44,80,0,6.94,CV,1708310501
477,suksun,57.1431,57.3949,-10.45,77,98,7.93,RU,1708310503
478,zhangye,38.9342,100.4517,-2.99,33,85,2.1,CN,1708310480
479,geraldton,-28.7667,114.6,46.23,5,60,10.29,AU,1708310505
480,morondava,-20.2833,44.2833,25.56,86,86,4.56,MG,1708310284
481,piacabucu,-10.4056,-36.4344,26.63,88,98,2.82,BR,1708310507
482,ambon,-3.6954,128.1814,31.08,70,40,2.57,ID,1708310508
483,palangkaraya,-2.2,113.8333,29.83,75,61,0.9,ID,1708310268
484,mili,6.0815,171.735,27.48,80,100,7.4,MH,1708310511
485,pangody,65.85,74.4859,-17.43,90,100,11.51,RU,1708310512
486,ibotirama,-12.1853,-43.2206,22.14,88,54,0.73,BR,1708310513
487,bihac,44.8169,15.8708,6.88,85,100,0.56,BA,1708310514
488,timmins,48.4669,-81.3331,-18.1,78,40,3.09,CA,1708310515
489,kotovo,50.3211,44.8012,-4.5,96,100,4.78,RU,1708310516
490,rio grande,-32.035,-52.0986,23.86,87,27,5.96,BR,1708310517
491,vangaindrano,-23.35,47.6,22.58,85,40,1.84,MG,1708310283
492,mount isa,-20.7333,139.5,29.87,66,75,3.6,AU,1708310519
493,lethem,3.3803,-59.7968,27.75,54,18,4.24,GY,1708310520
494,pandan,14.0453,124.1694,28.02,67,26,5.06,PH,1708310521
495,al quwayrah,29.8004,35.3116,8.0,82,6,1.38,JO,1708310523
496,loa janan,-0.583,117.095,32.86,49,16,2.5,ID,1708310524
497,klaksvik,62.2266,-6.589,7.51,97,100,6.42,FO,1708310525
498,gadani,25.1185,66.7299,23.12,85,47,8.42,PK,1708310526
499,balmazujvaros,47.6167,21.35,-1.9,70,56,1.19,HU,1708310527
500,nuevo ideal,24.8875,-105.0728,12.88,36,0,3.39,MX,1708310528
501,loreto,22.2667,-101.9667,14.45,31,0,1.65,MX,1708310529
502,sumqayit,40.5897,49.6686,2.04,62,99,2.51,AZ,1708310530
503,tobelo,1.7284,128.0095,28.5,72,93,2.51,ID,1708310447
504,west richland,46.3043,-119.3614,4.95,85,100,2.57,US,1708310532
505,chaihe,44.7667,129.7,-7.94,76,100,6.51,CN,1708310533
506,lethbridge,49.7,-112.8186,0.54,69,75,6.69,CA,1708310534
507,tres lagoas,-20.7511,-51.6783,21.55,97,96,2.79,BR,1708310535
508,barra dos coqueiros,-10.9089,-37.0386,27.01,94,20,2.06,BR,1708310536
509,huaihua,27.5494,109.9592,20.91,74,47,1.63,CN,1708310449
510,chita,52.0333,113.55,-26.06,47,10,4.0,RU,1708310538
511,rikaze,29.25,88.8833,1.63,42,31,1.62,CN,1708310483
512,bandar lampung,-5.4254,105.258,29.81,69,100,1.58,ID,1708310471
513,kurunegala,7.4863,80.3623,26.01,67,81,1.73,LK,1708310541
514,tomah,43.9786,-90.504,-2.03,68,0,0.0,US,1708310542
515,umea,63.8284,20.2597,-11.16,85,100,1.03,SE,1708310543
516,belp,46.8913,7.4983,9.12,89,100,2.24,CH,1708310545
517,abbeville,50.1,1.8333,10.27,98,37,3.2,FR,1708310546
518,red deer,52.2668,-113.802,-2.73,46,0,0.0,CA,1708310548
519,poza rica de hidalgo,20.5332,-97.4595,14.53,79,100,0.42,MX,1708310549
520,la'ie,21.6477,-157.9253,24.98,54,3,2.68,US,1708310550
521,lamar,33.6668,-95.5836,5.95,63,0,2.06,US,1708310551
522,santa cruz de tenerife,28.4682,-16.2546,22.01,89,40,4.63,ES,1708310552
523,abony,47.1899,20.0048,2.97,89,100,1.03,HU,1708310553
524,tolga,34.7222,5.3785,14.45,56,8,1.22,DZ,1708310554
525,taro,-8.3862,115.28,27.0,61,59,0.32,ID,1708310555
526,ciudad melchor muzquiz,27.8833,-101.5167,12.43,46,34,3.98,MX,1708310545
527,island harbour,50.724,-1.2758,10.17,94,59,0.89,GB,1708310557
528,baardheere,2.3446,42.2764,25.8,75,78,3.58,SO,1708310558
529,la mira,18.035,-102.3266,22.42,80,0,1.29,MX,1708310559
530,katsuura,35.1333,140.3,17.1,69,91,9.76,JP,1708310444
531,kingsville,27.5159,-97.8561,10.23,69,0,3.09,US,1708310562
532,sao gabriel da cachoeira,-0.1303,-67.0892,26.21,79,84,1.45,BR,1708310563
533,cambria,35.5641,-121.0808,15.31,97,100,4.92,US,1708310564
534,bridgewater,44.3835,-64.5155,-2.18,88,100,4.63,CA,1708310565
535,callao,-12.0667,-77.15,27.62,73,40,4.12,PE,1708310472
536,noosa heads,-26.3833,153.15,30.19,66,26,4.21,AU,1708310567
537,yuza,39.0,139.9167,17.03,58,100,4.2,JP,1708310568
538,toccoa,34.5773,-83.3324,5.8,48,0,0.0,US,1708310569
539,manay,7.215,126.5397,28.84,71,40,6.24,PH,1708310570
540,peto,20.1333,-88.9167,18.97,87,73,1.86,MX,1708310571
541,mahibadhoo,3.7833,72.9667,28.3,77,100,5.92,MV,1708310573
542,xining,36.6167,101.7667,-5.27,45,100,0.77,CN,1708310537
543,taquara,-29.6506,-50.7806,24.3,98,5,0.99,BR,1708310575
544,betio village,1.358,172.9211,32.02,83,67,7.88,KI,1708310501
545,barcelos,41.5388,-8.6151,14.95,93,34,1.74,PT,1708310577
546,kailua-kona,19.6406,-155.9956,27.98,69,20,9.26,US,1708310578
547,thurso,58.5927,-3.5259,7.14,85,100,6.8,GB,1708310580
548,nantucket,41.2835,-70.0995,2.08,64,0,4.63,US,1708310581
549,alvorada,-12.48,-49.1247,23.25,92,100,0.7,BR,1708310582
550,alo,7.4178,6.7371,26.53,64,8,1.64,NG,1708310584
551,al ghayzah,16.2079,52.176,22.09,79,9,0.58,YE,1708310585
552,wismar,53.9,11.4667,7.6,97,100,3.58,DE,1708310383
553,bosaso,11.2842,49.1816,22.41,84,7,0.64,SO,1708310297
554,anshun,26.25,105.9333,18.68,36,0,6.92,CN,1708310570
555,kathmandu,27.7167,85.3167,10.12,87,40,1.03,NP,1708310342
556,bage,-31.3314,-54.1069,22.88,94,0,3.09,BR,1708310589
557,faaa,-17.55,-149.6,30.98,70,75,4.12,PF,1708310590
558,fontanelas,38.8472,-9.4372,14.25,90,54,5.07,PT,1708310591
559,roma,43.2128,-75.4557,-0.66,67,100,8.23,US,1708310592
560,novopokrovskaya,45.9514,40.7006,0.2,84,100,1.86,RU,1708310593
561,baruun-urt,46.6806,113.2792,-27.84,84,4,3.87,MN,1708310595
562,kuala sungai baru,2.3594,102.0353,30.02,66,75,3.59,MY,1708310597
563,trinidad,-14.8333,-64.9,26.33,84,100,1.5,BO,1708310598
564,bemidji,47.4736,-94.8803,-4.49,70,0,1.54,US,1708310599
